date,customerID,total_calls,dropped_calls,data_volume_MB,throughput_Mbps
2024-08-01,1196-AMORA,6.0,0.0,152.98,21.68
2024-08-01,4282-YMKNA,8.0,1.0,212.96,39.54
2024-08-01,1453-RZFON,19.0,0.0,968.33,27.67
2024-08-01,8263-OKETD,17.0,0.0,718.96,30.26
2024-08-01,0670-KDOMA,12.0,0.0,1136.22,8.21
2024-08-01,2476-YGEFM,20.0,1.0,985.62,11.19
2024-08-01,8687-BAFGU,14.0,0.0,1077.01,43.39
2024-08-01,0641-EVBOJ,19.0,1.0,146.0,6.35
2024-08-01,0829-XXPLX,13.0,0.0,1063.72,21.81
2024-08-01,9974-JFBHQ,10.0,1.0,855.49,49.42
2024-08-01,5356-RHIPP,12.0,0.0,1406.32,35.01
2024-08-01,6624-JDRDS,9.0,0.0,472.81,13.16
2024-08-01,0608-JDVEC,11.0,0.0,187.84,41.34
2024-08-01,9780-FKVVF,17.0,1.0,705.16,38.97
2024-08-01,1919-RTPQD,15.0,0.0,764.73,27.2
2024-08-01,5214-NLTIT,19.0,0.0,171.79,16.26
2024-08-01,3345-PBBFH,14.0,1.0,1396.34,37.89
2024-08-01,5055-BRMNE,15.0,1.0,858.12,5.13
2024-08-01,9189-JWSHV,7.0,1.0,215.18,9.15
2024-08-01,2190-PHBHR,12.0,0.0,168.73,47.58
2024-08-01,2650-GYRYL,16.0,0.0,913.02,17.25
2024-08-01,0746-JTRFU,8.0,1.0,730.64,28.19
2024-08-01,5208-FVQKB,17.0,0.0,765.39,20.1
2024-08-01,7184-LRUUR,13.0,1.0,1372.6,47.07
2024-08-01,6627-CFOSN,12.0,1.0,1183.97,9.5
2024-08-01,3982-JGSFD,6.0,0.0,533.45,46.74
2024-08-01,1574-DYCWE,20.0,0.0,590.0,46.51
2024-08-01,7247-XOZPB,6.0,0.0,131.16,12.73
2024-08-01,2466-FCCPT,10.0,0.0,1051.94,46.65
2024-08-01,6211-WWLTF,15.0,1.0,1449.47,44.37
2024-08-01,4826-TZEVA,20.0,0.0,1017.29,15.04
2024-08-01,6016-NXBNJ,18.0,0.0,987.31,27.02
2024-08-01,9138-EFSMO,15.0,1.0,786.49,19.4
2024-08-01,0576-WNXXC,17.0,0.0,129.19,24.58
2024-08-01,4632-XJMEX,15.0,0.0,1491.24,19.9
2024-08-01,8910-LEDAG,9.0,1.0,1266.81,15.51
2024-08-01,3452-GWUIN,14.0,0.0,1270.04,8.77
2024-08-01,2716-GFZOR,10.0,0.0,201.73,23.21
2024-08-01,3724-UCSHY,12.0,0.0,234.02,23.75
2024-08-01,8626-XHBIE,18.0,1.0,1420.27,41.48
2024-08-01,4628-CTTLA,5.0,0.0,193.4,6.72
2024-08-01,3192-LNKRK,14.0,0.0,1435.66,23.55
2024-08-01,4439-YRNVD,8.0,1.0,1228.06,48.61
2024-08-01,2876-VBBBL,16.0,0.0,1469.28,39.48
2024-08-01,6834-NXDCA,15.0,1.0,914.52,31.98
2024-08-01,2208-UGTGR,10.0,0.0,789.1,44.55
2024-08-01,3005-TYFRD,11.0,0.0,310.77,45.61
2024-08-01,8670-MEFCP,19.0,1.0,1408.34,24.96
2024-08-01,3079-BCHLN,20.0,0.0,170.22,40.53
2024-08-01,7777-UNYHB,20.0,0.0,690.03,5.44
2024-08-01,5597-GLBUC,16.0,0.0,436.25,36.96
2024-08-01,7278-CKDNC,10.0,0.0,1175.65,43.91
2024-08-01,2748-MYRVK,13.0,0.0,1027.81,45.3
2024-08-01,8450-UYIBU,11.0,1.0,559.81,39.31
2024-08-01,2969-VAPYH,12.0,0.0,791.81,27.36
2024-08-01,4822-YCXMX,6.0,0.0,1402.23,28.18
2024-08-01,7181-OQCUT,5.0,0.0,1291.24,12.51
2024-08-01,8474-UMLNT,5.0,0.0,121.82,43.96
2024-08-01,9821-POOTN,20.0,0.0,1447.67,12.68
2024-08-01,3836-FZSDJ,10.0,0.0,376.23,33.09
2024-08-01,9142-XMYJH,16.0,0.0,441.22,21.35
2024-08-01,6559-ILWKJ,14.0,0.0,245.45,40.51
2024-08-01,0187-QSXOE,13.0,0.0,114.37,40.2
2024-08-01,7733-UDMTP,8.0,0.0,149.85,37.73
2024-08-01,2649-HWLYB,20.0,0.0,116.12,22.21
2024-08-01,5214-CHIWJ,9.0,1.0,1053.98,25.08
2024-08-01,4229-CZMLL,20.0,0.0,288.64,28.23
2024-08-01,6904-JLBGY,17.0,1.0,1453.29,44.48
2024-08-01,2465-BLLEU,11.0,1.0,278.91,21.49
2024-08-01,1685-VAYJF,18.0,1.0,1364.36,17.7
2024-08-01,8874-EJNSR,9.0,0.0,604.81,43.87
2024-08-01,6917-YACBP,18.0,0.0,1043.28,36.36
2024-08-01,5049-MUBWG,12.0,1.0,840.76,11.74
2024-08-01,4223-WOZCM,10.0,0.0,867.56,40.71
2024-08-01,0769-MURVM,5.0,1.0,278.89,12.4
2024-08-01,9253-VIFJQ,18.0,1.0,827.2,24.13
2024-08-01,7030-FZTFM,17.0,0.0,145.19,15.84
2024-08-01,9741-YLNTD,16.0,0.0,757.49,34.6
2024-08-01,5917-RYRMG,16.0,0.0,829.78,21.66
2024-08-01,5120-ZBLAI,5.0,0.0,1371.25,18.02
2024-08-01,1194-BHJYC,17.0,1.0,1416.26,42.85
2024-08-01,3663-MITLP,12.0,0.0,915.21,38.83
2024-08-01,0906-QVPMS,13.0,0.0,1216.72,49.31
2024-08-01,9025-ZRPVR,17.0,0.0,1041.5,22.98
2024-08-01,1905-OEILC,15.0,0.0,562.79,43.11
2024-08-01,7858-GTZSP,12.0,0.0,1196.41,35.78
2024-08-01,3285-UCQVC,8.0,0.0,195.34,23.83
2024-08-01,6248-BSHKG,15.0,0.0,546.81,24.85
2024-08-01,4685-TFLLS,15.0,1.0,726.93,10.06
2024-08-01,3470-BTGQO,8.0,0.0,343.82,45.46
2024-08-01,1209-VFFOC,18.0,0.0,1219.75,29.92
2024-08-01,8224-DWCKX,18.0,0.0,205.54,12.5
2024-08-01,5482-PLVPE,7.0,0.0,726.21,18.35
2024-08-01,4553-DVPZG,14.0,0.0,330.43,27.41
2024-08-01,4902-OHLSK,17.0,0.0,1112.61,40.01
2024-08-01,6917-IAYHD,17.0,1.0,714.51,37.63
2024-08-01,0495-ZBNGW,10.0,0.0,1382.14,10.92
2024-08-01,8620-RJPZN,20.0,0.0,820.77,43.59
2024-08-01,7572-KPVKK,19.0,0.0,1383.21,18.49
2024-08-01,2642-MAWLJ,18.0,0.0,937.01,26.23
2024-08-01,2357-COQEK,13.0,0.0,294.16,34.55
2024-08-01,7103-ZGVNT,15.0,1.0,358.38,12.21
2024-08-01,3737-GCSPV,14.0,0.0,183.34,38.04
2024-08-01,2027-WKXMW,15.0,0.0,831.37,42.56
2024-08-01,7137-NAXML,7.0,1.0,1470.09,31.18
2024-08-01,2428-ZMCTB,17.0,0.0,361.49,44.55
2024-08-01,2961-VNFKL,6.0,0.0,1154.45,5.17
2024-08-01,1768-HNVGJ,6.0,0.0,544.47,39.47
2024-08-01,6963-KQYQB,20.0,0.0,677.97,39.81
2024-08-01,5934-RMPOV,11.0,0.0,876.85,17.49
2024-08-01,1207-BLKSA,16.0,0.0,531.27,20.08
2024-08-01,4088-YLDSU,9.0,1.0,758.17,38.29
2024-08-01,8316-BBQAY,8.0,0.0,1437.61,34.37
2024-08-01,1166-PQLGG,13.0,0.0,579.77,22.27
2024-08-01,3146-JTQHR,13.0,0.0,749.57,47.65
2024-08-01,4291-YZODP,17.0,0.0,1065.63,37.97
2024-08-01,4395-PZMSN,12.0,0.0,1482.92,29.68
2024-08-01,6427-FEFIG,20.0,1.0,129.02,36.42
2024-08-01,0017-IUDMW,13.0,0.0,438.65,43.16
2024-08-01,8706-HRADD,6.0,1.0,138.48,33.81
2024-08-01,9955-QOPOY,14.0,0.0,647.74,6.58
2024-08-01,4385-ZKVNW,20.0,0.0,889.52,35.56
2024-08-01,5446-DKWYW,7.0,0.0,599.86,16.68
2024-08-01,2034-CGRHZ,12.0,1.0,365.28,40.79
2024-08-01,5797-APWZC,16.0,0.0,184.67,28.77
2024-08-01,3683-QKIUE,15.0,1.0,639.05,15.23
2024-08-01,4228-ZGYUW,7.0,0.0,873.58,14.18
2024-08-01,9031-ZVQPT,11.0,0.0,555.89,23.51
2024-08-01,2990-IAJSV,11.0,0.0,1317.33,46.28
2024-08-01,8107-KNCIM,16.0,0.0,363.82,25.95
2024-08-01,9027-YFHQJ,17.0,1.0,112.73,13.18
2024-08-01,5176-LDKUH,5.0,0.0,750.28,14.35
2024-08-01,4644-OBGFZ,13.0,1.0,926.77,6.53
2024-08-01,7926-IJOOU,6.0,0.0,1236.41,13.57
2024-08-01,6480-YAGIY,18.0,0.0,539.27,42.3
2024-08-01,4029-HPFVY,20.0,0.0,874.52,47.9
2024-08-01,7602-DBTOU,14.0,0.0,162.33,20.77
2024-08-01,5345-BMKWB,11.0,0.0,563.84,14.02
2024-08-01,3519-ZKXGG,16.0,0.0,642.31,21.59
2024-08-01,5457-COLHT,15.0,0.0,1132.25,11.82
2024-08-01,6416-TVAIH,11.0,0.0,595.68,8.0
2024-08-01,5451-YHYPW,16.0,0.0,636.3,32.08
2024-08-01,5108-ADXWO,19.0,1.0,585.54,48.27
2024-08-01,7998-WNZEM,19.0,0.0,742.4,7.87
2024-08-01,3066-RRJIO,15.0,0.0,1107.21,14.16
2024-08-01,4664-NJCMS,12.0,0.0,226.21,38.59
2024-08-01,0307-BCOPK,13.0,0.0,1498.17,34.18
2024-08-01,7629-WFGLW,12.0,0.0,120.52,22.03
2024-08-01,2542-HYGIQ,14.0,0.0,389.45,38.63
2024-08-01,6715-OFDBP,10.0,1.0,623.7,29.64
2024-08-01,5016-LIPDW,5.0,0.0,1276.7,30.99
2024-08-01,6481-LXPWL,11.0,0.0,298.79,17.56
2024-08-01,1567-DSCIC,7.0,0.0,1267.4,31.25
2024-08-01,2150-UWTFY,9.0,0.0,1496.15,35.96
2024-08-01,6124-ACRHJ,14.0,1.0,1190.47,28.24
2024-08-01,9362-MWODR,7.0,0.0,1492.59,28.39
2024-08-01,9975-GPKZU,9.0,0.0,1262.01,47.66
2024-08-01,9625-RZFUK,9.0,1.0,324.77,49.52
2024-08-01,5153-LXKDT,18.0,1.0,1201.8,18.2
2024-08-01,5161-UBZXI,9.0,0.0,991.22,20.77
2024-08-01,1020-JPQOW,19.0,1.0,838.33,7.41
2024-08-01,7919-ZODZZ,18.0,0.0,609.3,22.9
2024-08-01,0565-JUPYD,20.0,0.0,1036.61,49.91
2024-08-01,6867-ACCZI,11.0,1.0,201.65,24.53
2024-08-01,5939-XAIXZ,6.0,0.0,517.73,48.3
2024-08-01,9054-FOWNV,13.0,1.0,412.78,44.89
2024-08-01,2683-BPJSO,19.0,1.0,599.3,18.99
2024-08-01,2157-MXBJS,20.0,0.0,901.61,6.15
2024-08-01,8207-VVMYB,17.0,1.0,822.74,11.67
2024-08-01,9732-EQMWY,19.0,0.0,848.45,43.53
2024-08-01,9360-AHGNL,11.0,1.0,939.18,27.16
2024-08-01,1087-UDSIH,17.0,0.0,804.31,24.09
2024-08-01,5269-NRGDP,9.0,1.0,118.75,45.94
2024-08-01,6195-MELTI,15.0,1.0,116.19,22.66
2024-08-01,5485-WUYWF,6.0,0.0,799.42,27.99
2024-08-01,2121-JAFOM,12.0,0.0,659.71,21.15
2024-08-01,8818-DOPVL,5.0,1.0,276.5,35.1
2024-08-01,2632-UCGVD,12.0,1.0,1285.07,19.33
2024-08-01,5445-PZWGX,5.0,0.0,684.15,9.03
2024-08-01,1227-UDMZR,13.0,0.0,903.31,40.2
2024-08-01,5198-HQAEN,9.0,0.0,675.24,44.59
2024-08-01,9170-CCKOU,9.0,1.0,1256.57,32.7
2024-08-01,2167-FQSTQ,5.0,0.0,461.68,48.65
2024-08-01,2819-GWENI,12.0,1.0,1401.71,20.26
2024-08-01,1043-YCUTE,19.0,0.0,854.23,35.5
2024-08-01,3814-MLAXC,18.0,0.0,548.35,49.69
2024-08-01,3572-UUHRS,5.0,1.0,1494.09,34.42
2024-08-01,2692-PFYTJ,20.0,0.0,488.69,27.53
2024-08-01,1226-UDFZR,10.0,0.0,926.1,27.23
2024-08-01,5955-EPOAZ,5.0,0.0,1052.22,16.89
2024-08-01,6821-JPCDC,9.0,0.0,202.08,40.97
2024-08-01,8815-LMFLX,18.0,0.0,1161.51,34.78
2024-08-01,9135-HSWOC,14.0,0.0,391.27,45.22
2024-08-01,8582-KRHPJ,19.0,0.0,1216.59,20.71
2024-08-01,5811-IWXYM,15.0,0.0,521.86,30.17
2024-08-01,7044-YAACC,8.0,1.0,638.16,46.21
2024-08-01,8189-XRIKE,11.0,0.0,1338.84,24.35
2024-08-01,1506-YJTYT,14.0,1.0,656.83,30.28
2024-08-01,4123-DVHPH,7.0,0.0,946.99,13.32
2024-08-01,6425-YQLLO,10.0,0.0,1305.92,25.18
2024-08-01,5442-UTCVD,13.0,0.0,1194.48,32.99
2024-08-01,2228-BZDEE,13.0,0.0,732.18,44.62
2024-08-01,7734-DBOAI,15.0,1.0,399.75,27.66
2024-08-01,2789-CZANW,20.0,0.0,964.88,26.94
2024-08-01,2091-RFFBA,20.0,1.0,621.87,32.73
2024-08-01,2114-MGINA,15.0,0.0,405.0,16.04
2024-08-01,7596-LDUXP,7.0,0.0,1147.32,7.26
2024-08-01,3740-RLMVT,7.0,0.0,1435.82,39.21
2024-08-01,4489-SNOJF,10.0,0.0,561.26,48.73
2024-08-01,2192-OZITF,8.0,0.0,510.58,23.5
2024-08-01,5651-CPDND,5.0,0.0,498.0,37.43
2024-08-01,2186-QZEYA,12.0,0.0,1220.15,16.09
2024-08-01,1131-ALZWV,12.0,1.0,1064.3,33.78
2024-08-01,7729-XBTWX,18.0,1.0,397.57,24.83
2024-08-01,9134-WYRVP,15.0,0.0,1177.4,47.76
2024-08-01,3284-SVCRO,13.0,0.0,1294.3,49.02
2024-08-01,9732-OUYRN,17.0,0.0,1339.03,10.0
2024-08-01,0559-CKHUS,5.0,1.0,1393.93,26.05
2024-08-01,2931-SVLTV,6.0,0.0,160.16,24.84
2024-08-01,6899-PPEEA,11.0,0.0,668.91,12.72
2024-08-01,7504-UWHNB,13.0,0.0,358.0,20.73
2024-08-01,2582-FFFZR,20.0,1.0,450.64,16.83
2024-08-01,8908-NMQTX,11.0,0.0,125.92,20.09
2024-08-01,2187-LZGPL,13.0,1.0,624.69,34.47
2024-08-01,1431-AIDJQ,17.0,0.0,840.3,30.84
2024-08-01,6288-LBEAR,7.0,0.0,635.53,40.87
2024-08-01,4597-NUCQV,8.0,1.0,132.19,33.19
2024-08-01,9019-QVLZD,9.0,0.0,140.02,22.05
2024-08-01,8413-YNHNV,13.0,0.0,1397.06,26.02
2024-08-01,5808-TOTXO,12.0,0.0,1256.02,43.79
2024-08-01,4369-NYSCF,14.0,0.0,351.41,44.4
2024-08-01,6333-YDVLT,5.0,0.0,1352.75,27.49
2024-08-01,5324-KTGCG,17.0,0.0,553.38,45.34
2024-08-01,5599-HVLTW,14.0,0.0,1439.93,25.13
2024-08-01,7394-LWLYN,18.0,1.0,630.77,18.18
2024-08-01,3707-LRWZD,19.0,1.0,651.99,41.39
2024-08-01,6873-UDNLD,10.0,1.0,158.42,39.58
2024-08-01,2700-LUEVA,20.0,1.0,701.81,44.65
2024-08-01,1455-ESIQH,7.0,1.0,137.17,17.73
2024-08-01,0958-YHXGP,16.0,0.0,1339.53,37.88
2024-08-01,1101-SSWAG,6.0,0.0,771.95,23.74
2024-08-01,2979-SXESE,18.0,1.0,1379.47,46.03
2024-08-01,4013-TLDHQ,19.0,0.0,804.82,29.16
2024-08-01,5743-KHMNA,15.0,1.0,357.66,43.63
2024-08-01,4194-FJARJ,16.0,0.0,1332.49,6.3
2024-08-01,5325-UWTWJ,13.0,1.0,353.27,33.64
2024-08-01,3969-GYXEL,6.0,1.0,547.0,44.07
2024-08-01,9208-OLGAQ,10.0,1.0,441.31,21.35
2024-08-01,3244-CQPHU,5.0,0.0,633.05,36.93
2024-08-01,2674-MLXMN,6.0,0.0,1135.09,39.62
2024-08-01,9708-HPXWZ,13.0,0.0,503.69,24.02
2024-08-01,6992-TKNYO,5.0,1.0,202.73,18.76
2024-08-01,4468-YDOVK,12.0,0.0,116.2,16.74
2024-08-01,3754-DXMRT,16.0,0.0,724.47,37.71
2024-08-01,5792-JALQC,17.0,0.0,680.25,41.06
2024-08-01,7130-VTEWQ,5.0,0.0,848.61,40.31
2024-08-01,2200-DSAAL,17.0,0.0,699.38,25.54
2024-08-01,4302-ZYFEL,12.0,0.0,743.78,14.46
2024-08-01,9351-LZYGF,18.0,0.0,586.09,32.21
2024-08-01,4366-CTOUZ,16.0,0.0,208.64,19.82
2024-08-01,6121-VZNQB,20.0,1.0,213.47,47.76
2024-08-01,7903-CMPEY,9.0,0.0,747.5,14.22
2024-08-01,1518-OMDIK,15.0,0.0,970.98,10.02
2024-08-01,6671-NGWON,11.0,0.0,316.66,29.44
2024-08-01,0595-ITUDF,9.0,1.0,646.18,41.46
2024-08-01,6996-KNSML,18.0,0.0,340.87,29.79
2024-08-01,1955-IBMMB,6.0,0.0,231.75,43.2
2024-08-01,0096-BXERS,10.0,0.0,1327.54,43.07
2024-08-01,3806-YAZOV,9.0,0.0,1144.48,16.08
2024-08-01,7998-ZLXWN,8.0,0.0,1246.12,25.31
2024-08-01,6253-WRFHY,13.0,0.0,243.39,11.22
2024-08-01,9133-AYJZG,7.0,0.0,597.73,38.92
2024-08-01,2675-OTVVJ,6.0,1.0,833.95,35.64
2024-08-01,8680-CGLTP,20.0,1.0,884.07,20.73
2024-08-01,8430-TWCBX,13.0,0.0,1084.38,7.79
2024-08-01,5018-GWURO,7.0,0.0,1354.32,27.99
2024-08-01,6741-QRLUP,18.0,0.0,935.24,14.04
2024-08-01,4737-HOBAX,5.0,0.0,211.71,20.5
2024-08-01,0537-QYZZN,16.0,0.0,769.5,26.16
2024-08-01,3340-QBBFM,5.0,1.0,417.11,17.65
2024-08-01,1704-NRWYE,15.0,0.0,596.33,5.78
2024-08-01,2592-SEIFQ,8.0,0.0,299.91,31.62
2024-08-01,8200-KLNYW,8.0,0.0,908.85,46.76
2024-08-01,3372-CDXFJ,5.0,1.0,860.1,26.52
2024-08-01,4781-ZXYGU,13.0,0.0,990.75,13.07
2024-08-01,7632-YUTXB,13.0,0.0,931.09,13.9
2024-08-01,2718-YSKCS,9.0,0.0,980.48,39.76
2024-08-01,9896-UYMIE,19.0,0.0,113.01,22.41
2024-08-01,0853-NWIFK,12.0,1.0,427.78,45.74
2024-08-01,8212-CRQXP,18.0,0.0,1177.59,36.27
2024-08-01,6980-CDGFC,15.0,0.0,490.27,41.59
2024-08-01,7691-XVTZH,8.0,1.0,926.01,39.29
2024-08-01,2520-SGTTA,13.0,0.0,209.11,6.66
2024-08-01,7481-ATQQS,12.0,0.0,983.86,22.58
2024-08-01,2277-VWCNI,7.0,0.0,1045.08,47.6
2024-08-01,1088-CNNKB,16.0,1.0,835.72,40.33
2024-08-01,8642-GVWRF,17.0,1.0,274.57,16.21
2024-08-01,1930-BZLHI,19.0,0.0,544.95,6.25
2024-08-01,3400-ESFUW,6.0,0.0,855.83,42.69
2024-08-01,5868-YTYKS,8.0,0.0,694.22,25.86
2024-08-01,3525-DVKFN,19.0,0.0,1214.28,33.68
2024-08-01,1482-OXZSY,5.0,0.0,1296.0,15.9
2024-08-01,0377-JBKKT,20.0,1.0,1114.21,14.3
2024-08-01,5778-BVOFB,5.0,1.0,1378.85,27.67
2024-08-01,3373-YZZYM,18.0,1.0,143.08,40.11
2024-08-01,2057-ZBLPD,12.0,0.0,784.53,38.68
2024-08-01,0228-MAUWC,17.0,0.0,226.93,9.81
2024-08-01,5502-RLUYV,14.0,0.0,578.87,13.83
2024-08-01,0023-HGHWL,11.0,0.0,396.07,49.19
2024-08-01,7663-YJHSN,8.0,0.0,801.97,18.61
2024-08-01,4915-BFSXL,20.0,0.0,878.0,10.34
2024-08-01,3086-RUCRN,5.0,0.0,608.48,24.92
2024-08-01,5215-LNLDJ,20.0,0.0,1073.36,25.17
2024-08-01,7576-JMYWV,17.0,0.0,403.82,38.91
2024-08-01,9039-RBEEE,9.0,0.0,741.73,34.59
2024-08-01,0257-KXZGU,14.0,0.0,850.75,9.11
2024-08-01,1307-ATKGB,14.0,0.0,185.93,47.4
2024-08-01,8417-FMLZI,15.0,0.0,396.59,20.66
2024-08-01,3714-XPXBW,18.0,1.0,742.67,17.68
2024-08-01,1850-AKQEP,5.0,0.0,407.83,28.46
2024-08-01,2824-DXNKN,5.0,0.0,247.31,32.27
2024-08-01,5227-JSCFE,12.0,0.0,745.94,32.45
2024-08-01,0848-ZGQIJ,11.0,0.0,1426.02,49.28
2024-08-01,3621-CHYVB,10.0,0.0,457.93,37.95
2024-08-01,8042-RNLKO,14.0,0.0,700.81,40.63
2024-08-01,1792-UXAFY,12.0,1.0,677.65,39.98
2024-08-01,5372-FBKBN,8.0,0.0,1276.34,32.5
2024-08-01,0420-TXVSG,8.0,0.0,1158.68,17.21
2024-08-01,6217-TOWGS,8.0,0.0,148.72,10.55
2024-08-01,0515-YPMCW,8.0,0.0,104.73,35.63
2024-08-01,0378-XSZPU,17.0,0.0,1066.93,30.43
2024-08-01,1045-LTCYT,15.0,0.0,188.94,10.43
2024-08-01,1544-JJMYL,17.0,1.0,409.48,17.87
2024-08-01,4636-JGAAI,8.0,0.0,1137.07,11.85
2024-08-01,6874-SGLHU,15.0,0.0,1031.59,31.53
2024-08-01,5951-AOFIH,11.0,0.0,1406.46,19.89
2024-08-01,4729-XKASR,6.0,1.0,934.81,49.5
2024-08-01,3059-NGMXB,15.0,0.0,819.28,19.94
2024-08-01,8652-YHIYU,20.0,0.0,760.24,26.64
2024-08-01,5278-PNYOX,14.0,0.0,1013.33,32.27
2024-08-01,5449-FIBXJ,11.0,0.0,380.74,32.24
2024-08-01,3486-HOOGQ,7.0,1.0,340.79,21.32
2024-08-01,5061-PBXFW,15.0,0.0,1455.1,27.99
2024-08-01,8630-FJLIB,12.0,1.0,1163.89,29.16
2024-08-01,3891-NLXJB,20.0,1.0,811.82,49.46
2024-08-01,4749-OJKQU,17.0,0.0,889.9,39.28
2024-08-01,0577-WHMEV,19.0,0.0,475.28,18.99
2024-08-01,5453-AXEPF,14.0,0.0,877.03,26.79
2024-08-01,3639-XJHKQ,11.0,0.0,259.95,45.94
2024-08-01,3716-LRGXK,17.0,1.0,549.7,8.56
2024-08-01,2263-SFSQZ,19.0,0.0,792.29,39.5
2024-08-01,9950-MTGYX,6.0,1.0,825.74,15.12
2024-08-01,3397-AVTKU,14.0,0.0,756.56,36.58
2024-08-01,4825-FUREZ,11.0,0.0,1105.24,46.64
2024-08-01,9837-BMCLM,15.0,1.0,956.63,32.8
2024-08-01,2672-OJQZP,8.0,1.0,1434.68,48.74
2024-08-01,0137-UDEUO,14.0,0.0,1248.82,38.25
2024-08-01,3134-DSHVC,14.0,0.0,1398.86,43.35
2024-08-01,6161-UUUTA,8.0,0.0,1394.23,15.15
2024-08-01,7821-DPRQE,19.0,1.0,394.63,7.78
2024-08-01,6543-XRMYR,14.0,0.0,752.29,21.32
2024-08-01,2001-EWBQU,5.0,1.0,1104.14,9.16
2024-08-01,4925-LMHOK,20.0,1.0,1429.67,44.32
2024-08-01,1608-GMEWB,19.0,0.0,1256.49,22.67
2024-08-01,6695-AMZUF,13.0,0.0,1259.09,23.81
2024-08-01,1455-UGQVH,9.0,1.0,392.33,24.58
2024-08-01,8410-BGQXN,18.0,0.0,1478.66,47.27
2024-08-01,8280-MQRQN,17.0,0.0,1371.97,38.23
2024-08-01,1619-YWUBB,16.0,1.0,686.49,38.25
2024-08-01,7611-YKYTC,18.0,0.0,460.96,15.32
2024-08-01,2037-SGXHH,6.0,0.0,1438.35,13.02
2024-08-01,3178-FESZO,8.0,0.0,1427.01,29.62
2024-08-01,0365-GXEZS,19.0,0.0,808.58,19.28
2024-08-01,0082-OQIQY,15.0,0.0,1360.24,20.1
2024-08-01,6087-MVHJH,7.0,1.0,623.76,13.59
2024-08-01,4603-JANFB,7.0,0.0,894.66,49.91
2024-08-01,3018-TFTSU,9.0,0.0,580.56,30.67
2024-08-01,3606-SBKRY,18.0,0.0,1313.67,19.38
2024-08-01,4806-KEXQR,12.0,0.0,1057.16,36.97
2024-08-01,0667-NSRGI,13.0,1.0,450.88,22.22
2024-08-01,7083-YNSKY,20.0,1.0,1073.71,31.16
2024-08-01,6893-ODYYE,20.0,0.0,738.17,40.68
2024-08-01,8242-JSVBO,5.0,0.0,302.28,40.66
2024-08-01,2479-BRAMR,16.0,0.0,784.07,40.45
2024-08-01,9541-ZPSEA,10.0,0.0,1146.94,10.51
2024-08-01,2665-NPTGL,18.0,0.0,1467.88,37.33
2024-08-01,1139-WUOAH,18.0,0.0,569.54,43.07
2024-08-01,4693-VWVBO,10.0,0.0,825.19,38.5
2024-08-01,7434-SHXLS,19.0,1.0,1288.33,42.13
2024-08-01,6937-GCDGQ,12.0,0.0,513.54,25.49
2024-08-01,0988-JRWWP,14.0,0.0,260.16,19.42
2024-08-01,5075-JSDKI,14.0,0.0,643.32,22.18
2024-08-01,7908-QCBCA,12.0,0.0,950.71,20.9
2024-08-01,8644-XYTSV,8.0,0.0,525.17,6.72
2024-08-01,6711-FLDFB,18.0,0.0,1216.17,16.45
2024-08-01,3873-WOSBC,10.0,0.0,281.95,11.65
2024-08-01,7465-ZZRVX,17.0,1.0,1153.26,18.77
2024-08-01,7975-JMZNT,15.0,0.0,206.63,45.48
2024-08-01,7251-XFOIL,12.0,0.0,771.32,12.02
2024-08-01,4116-IQRFR,19.0,0.0,930.56,35.69
2024-08-01,3714-JTVOV,5.0,0.0,1467.58,19.56
2024-08-01,8259-DZLIZ,6.0,0.0,980.97,48.83
2024-08-01,0442-ZXKVS,8.0,1.0,1307.69,30.97
2024-08-01,7853-WNZSY,18.0,0.0,833.68,39.82
2024-08-01,3120-FAZKD,11.0,0.0,522.89,24.73
2024-08-01,8606-OEGQZ,5.0,0.0,335.92,23.38
2024-08-01,0225-ZORZP,6.0,0.0,971.6,20.1
2024-08-01,4702-IOQDC,20.0,0.0,482.89,25.04
2024-08-01,9489-JMTTN,16.0,0.0,892.25,9.32
2024-08-01,0575-CUQOV,19.0,0.0,1337.66,41.69
2024-08-01,0967-BMLBD,18.0,0.0,593.41,9.64
2024-08-01,6178-KFNHS,12.0,0.0,171.97,27.73
2024-08-01,2830-LEWOA,8.0,0.0,900.2,9.79
2024-08-01,5006-MXVRN,20.0,0.0,695.86,32.4
2024-08-01,1264-BYWMS,18.0,0.0,1418.71,35.76
2024-08-01,9658-WYUFB,10.0,1.0,473.23,22.96
2024-08-01,8327-WKMIE,7.0,0.0,1115.62,22.12
2024-08-01,6917-FIJHC,13.0,0.0,1348.35,21.53
2024-08-01,5329-KRDTM,16.0,0.0,773.04,47.47
2024-08-01,7797-EJMDP,15.0,0.0,1156.37,28.7
2024-08-01,3530-VWVGU,16.0,0.0,952.14,15.67
2024-08-01,2013-SGDXK,12.0,1.0,161.75,43.48
2024-08-01,6368-NWMCE,9.0,0.0,242.13,47.83
2024-08-01,3633-CDBUW,10.0,1.0,882.68,9.08
2024-08-01,0707-HOVVN,19.0,0.0,104.21,20.92
2024-08-01,8580-QVLOC,15.0,1.0,1181.74,42.01
2024-08-01,3956-MGXOG,13.0,0.0,786.36,7.59
2024-08-01,9274-UARKJ,17.0,0.0,1221.08,13.75
2024-08-01,4077-HWUYD,5.0,0.0,937.67,18.65
2024-08-01,2012-NWRPA,12.0,0.0,936.71,33.68
2024-08-01,8808-ELEHO,18.0,1.0,386.48,32.41
